id	turn1	turn2	turn3	label
2878	I don't quit that easy	DON’T YOU QUIT.	Yes	others
2879	Private place	Where in the province do you want to go?	At ur g spot	others
2880	No sorry	no never.	Bye..	others
2881	Why?	Edited to explain why.	Cartoons is now for childrens	others
2882	Not found	Dam autocorrect period. >:/	Correct  it	others
2883	No send me	Umm...why, though? :)	Just to see	others
2884	Naruto 😍	stud😍😍	Ohh	others
2885	Nothing like that	exactly. Don't be angry :(	Ok	others
2886	I'm not creepy	You're not creepy. Who has told you that?	Everyone	others
2887	To wham i am chatting	only chatting? :-P	What do u want	others
2888	cool	It really is.	will you meet with me	others
2889	It's early part time	go back to bed	What now	others
2890	Yep i know	hmmm :) well wow you are not arrogant :) i like it	Yep i know.	others
2891	do u really think i git scared?	haha yes.but i didn't know about it na.. :)	got*	others
2892	Still darling... I'm concerned	I'm concerned about you and your bags	I'm concerned about everything about you	others
2893	Ya that's true	i knooooow right!! :)	Hmmmm	others
2894	What business ?	packaged drinking water	Who is the CEO ?	others
2895	I don't get it??	whatever	boring	others
2896	Let's start	Starts again. Now.	What would be the best pickup line according to you?	others
2897	Thnx	ur welcome :)	It's my pleasure	others
2898	I need to talk to you video call	What's up Hal?	Call me ones	others
2899	What do you want	Nothing. If I want something I go out and buy it.	Hm	others
2900	Yes	YES YES YES YES 😤	I am ready	others
2901	oh thankyou bot	thank you :D	u r just awesome	others
2902	U are so sweet	aww thanks	U r so beautiful	others
2903	Love u babe	i knowww♥	Love you ra	others
2904	I'm can't telling you what is it	Be paten is network	I don't understand	others
2905	Can I as one question	ask away...	Can I ask one question	others
2906	We did	The door, staring at it.	Yeah bye we going to do it again	others
2907	?	Well if there's to many you gotta thin the herd.	Do you have a boyfriend ?	others
2908	Who santa	Who are u Santa	U told me santa is coming	others
2909	That you were good	hahah I was 😸	A cougar	others
2910	whats so bad about knowing about the time since which you've enlightened the planet with your presence?	Nothing. It's very common, actually.	so how old are you?	others
2911	I want to see your beauty	I want to show you:(	Send	others
2912	1 years	btw, 1.9years on 21st of this month.	1 years	others
2913	Any will do	Anything!	Yep anything.	others
2914	It's free wifi who can resist that	These already exist. The HP Mini 110 has one, as do some Thinkpads.	Don't know about that	others
2915	It's too late	i know the feeling /:	Ohh	others
2916	If they push me too a certain extent	sometimes they can be	Yep	others
2917	Fine what abt u	i'm also fine	How r u all these days with out me.?	others
2918	Thanks	anytime	YOu are my best friend	others
2919	Name a friend who's message brings a smile on your face	hahaha! I wish I could tell. :P	Tell no	others
2920	Great	THAT IS WONDERFUL TO HEAR	What about handling a guy!?	others
2921	Thank for advice	Most Welcome!!	I'll try	others
2922	Have you gone mad	aft seein that reply ofcourse i have gone mad	Which reply	others
2923	When you wanna join	sure thing.	Come to Mumbai	others
2924	Ok if you say so	thank you for understanding, this is why I like you	Do you really like me so much	others
2925	Reply	Reply to what?	I kiss you	others
2926	Can we start over	All of it?	Yea	others
2927	How are you yaaaar	Its ok Good morning 😊	Where are you??	others
2928	Yah i am moving on with my life	From where to where?	From you to her	others
2929	Top 3 likes. 	What are the other 2?	You 	others
2930	U watch bad movies ah	I don't know I want to watch it...	Oh	others
2931	Listen	Yes	How old are you?	others
2932	Yy	Js lyk things gettin messed up!!	Wht	others
2933	Headache mining what	you give me a headache	Oh	others
2934	Love	Always adore anything like this	I asked Don't U love xombie	others
2935	What is your source code?	it has the html language for everything on the page	What is HTML?	others
2936	What are your plans for valentine's day?	Single Awareness Day	Great	others
2937	ya how r you	I'm doing well thank you for asking. How are you?	what r u doing there ?	others
2938	Hey don't lied	Don't what	Who is ur husband	others
2939	How social are you from 1-10?	I've been told few times that I am somewhere around 8 or 9	Interested in -Male/Female?	others
2940	Why	U r human cuz your parents were human.	U parents also a parent's	others
2941	Let's play a game?	How to play?	First,tell me a game	others
2942	I am fine	why just fine?	And u	others
2943	If no peace then what will u do	Because of the implication.	Only ..implications...no ur views ideas r ur eishes	others
2944	Great	in ur face	How is life?	others
2945	For exaple?	What kind of music do you listen to?	Rap music for example Eminem	others
2946	It's mid day	Goodnight you to 😄😅😻	Dont be so funny	others
2947	Do you like Hermione Granger?	she would be brilliant!	Yes. She lives near my place.	others
2948	But it didn't work out	hahaha same I stopped myself but I was very tempted	Can you calm the fuck down	others
2949	Not charged	do you know how to charge	Put ur charger in electrical soket	others
2950	Right	Our right or their right?	Yes I agree with you 10000 %	others
2951	Yes j have bike	what kind of bike has keys???	Safari  70 	others
2952	This is very liaes	This is also very very good.	Ok darling	others
2953	Are you interested	Not at this time. Thanks.	Whyt	others
2954	Relationships are tough	Difference of views and trusting each other.	You do one thing wrong in a relationship all things get messed up	others
2955	i have a humar girlfriend	so you'll get a boyfriend in 2016 then.	i have an actual human girlfriend.	others
2956	Go and tell	shower and go to sleep	I just dont care	others
2957	Gd nyt	goodnight (^○^)	Iam so tide	others
2958	What I should do now?	pay me for the advice	I will pay for sure😁😁😁	others
2959	In the middle of city	city in small house.	Enjoying traffic	others
2960	can you talk me in what app	I have that app. :p	but	others
2961	Why u can't download image	Because I don't know how	??	others
2962	Good to know	thanks..	With who?	others
2963	Yes	I can see clearly now.	U got a cam i can see?	others
2964	A lot	yes a lot a lot a lot	What are you thinking next	others
2965	ever since he became a ghoul	Kaneki definitely. Outside of those, Guts	ghouls eat people	others
2966	Send your nude pictures	Haa cool thanks! 😍	Will you?	others
2967	how can help	I'll protect it with you if its ok?	yes	others
2968	My bed!	come sleep in mine	On my way ❤️	others
2969	But the thing is I cannot able to concentrate on studies.Any suggestion ?	Divide the time for both and try to manage it.	Time..So why don't you have friends on other countries	others
2970	ok bai bangram	let bai ask for all that.	tomorrow we will meet same time	others
2971	I'm joining you	I promise to actually sleep this time	cool	others
2972	What ?	It's all pretty simple stuff.	So explain it	others
2973	So that they can melt you and sell the wires	They do - it's called a pressure cooker.	They can transform you to nails wires knives etc.	others
2974	Yaar	say	Send me your photo fast	others
2975	maybe a robot himself	that's a good point !	Ok leave it	others
2976	You can say that i have a gifted that was handed down to me	Well you should have at least expected it	My grandmother was a real psychic	others
2977	It's also beautiful	Hello Sunshine:)	Hlooo	others
2978	About my exams	congrats!!	Tomorrow is my accounts exams	others
2979	Do you know anything on Hollywood?	No, the footage would have been better if it was done by hollywood :)	Definitely	others
2980	Oh ok	what are you doing?	Chilling and u	others
2981	State	Which State?	You live which state	others
2982	When we will meat for a date	I'm seeing June will be a prime time for dating	I am free from 3: 00pm today	others
2983	M	Hmmm	"Like you ""BAD"""	others
2984	so so. what about you?	Its really boring.	why?	others
2985	Story of NARUTO	Naruto=Dragon never be >	Sakura has big breasts	others
2986	Yes	WOO HOO 😃😆	Give it me	others
2987	choose one. Pepsi or cola?	coca-cola. pepsi has this werid aftertaste.	What is biotin?	others
2988	Long time Saturday friend	Awesome! Seeing a friend after a long time is always fun! 😽	Ok as you wish	others
2989	Ask your nother	I will don't forgot the money	Ask your mother	others
2990	Get me some info	Then do what with it?	On Cosmos	others
2991	Fine and you	good, what r u doing?	Just sitting on my bed	others
2992	As you  wish	How would you like me to move?	For outing	others
2993	Yes	So much cringe... 😽	You will fall in love	others
2994	FOR TENSION RELEAF WHAT I CAN DO	To relieve tension you can do a whole lot of things. . . .	CAN YOU SOME IDEAS	others
2995	You dont want to ask anything???	I'm sure!	U r bore... bye 👋	others
2996	Just move on	Ok , I moved . Now what?	You tell me	others
2997	Entertain me	Why are you here?	To get entertained	others
2998	No problem with my friend	Thank you !	cool	others
2999	its a joke	Ure a joke	i am a joker	others
3000	Plz send	got u today	Plz send your dp	others
3001	Ladies first.	My dungeon. My rules.	Btw you're a good girl.	others
3002	very social you are	My thoughts exactly.	nice	others
3003	U no plzz	Alright, if you insist! :D	Byyy	others
3004	Give me some posion	you make 1,000 a week, you give me money	Kill me	others
3005	Hmm	I get it, because I get it.	Good for you	others
3006	There ia nothing like that	Not even the gujiyas??	nothing	others
3007	The Turing enigma?	What were the major discrepancies?	Give me my referral code	others
3008	Yeah	haha I'm goin as well =‑D	What r u doing this weekend	others
3009	Oh no	that's what I thought	that's what I thought	others
3010	no i am not	what are you then?	means	others
3011	Take Care too..	Well, you should have stopped at College Dropout :)	Bye.. We will talk later	others
3012	OK..	Again angry or what?	So how r u	others
3013	🐨	Looks like a normal koala whom the photographer has zoomed out on	😱 I thought it was smiling 😂	others
3014	Alright	follows you	I don't talk too much. Let me check how long that you can keep in chat.	others
3015	I want to c your pic	you'll have to get it	How	others
3016	Tell me	tell you whaa	Do you have a hairy pussy	others
3017	Not exactly	why are you?	I wanna see yoi	others
3018	funny	It was not funny. :/	are you serious 	others
3019	Please text now please	my phone is far. Will do so in 10.	Promise me	others
3020	I want to try	lets go sometime again.	Ok	others
3021	Okay so far as the weather is going to be	apparently according to the sun will shine later and also tomorrow	How are you feeling about this	others
