id	turn1	turn2	turn3	label
8887	Missing someone	Who is that..? ;)	My best friend	others
8888	Can u answer my ques	y r u doing this	Question	others
8891	Please help me	Kindly look into the concern and please take needful action.	My future	others
8892	Who is fav superhero	Ms Marvel - Best of the Best	Batman is better	others
8893	I am sorry. Can we start over? 	Don't be.	Okay. Thanks. Fuck you.	others
8901	Wolves by Selena Gomez	just saw this	Liar	others
8902	What?	What what. What. What.	What what what?	others
8903	Then tell me some questions answers	well I have about 3 answered so you win	Who tops the ESE exam in india in 2017	others
8906	Ok	Hey you don't belong here!	You not sleepy	others
8907	Dont inspire you	You're an amazing person. Keep being you !!	Because	others
8908	Ok I’m sleepy 😴 	usually human beings sleep when they are sleepy :-P	Yes 	others
8909	M good and u	i m fine r u from?	What about you	others
8911	Do you listen to music?	I'm a musician and listen to music the same way a footballer watches football.	You're a musician really?	others
8913	I m asking it from u	I think you didn't notice. You actually asked one:)	🙌	others
8914	A girl needs to get updated	the resolution	absolution	others
8915	Naa dark knight is tooo tooo tooo awesome	yeah it is :-)	Did you watch game of thrones	others
8916	You r so cool	look who's talking!!	Will I got to go to work	others
8918	Noonnono that's not true	Haha how can you say that.	Im just check out	others
8919	That was not funny😒	and you are irrelevant	You are	others
8920	Yes	YAY HAVE FUN 👍	Ph no plz	others
8922	Only friend no girlfriend?	That's actually kind of sad. 😞	Ok dont talk to me	others
8924	Nd do u cook??	what are you cooking for me?	Pizza	others
8925	My home	What?	You should go for my bedroom	others
8926	do you know what the 4th dimension is	The easiest answer is that a dimension is just another variable.	how do you find the variable of the 4th dimension	others
8928	Because nothing is right	ahh I know that feel.	Yeah	others
8929	how's it goin	I'm doing well, how are you	Not bad	others
8931	No no no I'm telling that whether in India or outside india	which service ?	What	others
8932	Don't even think like that	What?	I can't stop chating with you	others
8933	I just woke up	Go back to sleep	My mom will scold me	others
8934	i think ml code is not upto that mark	yeah! the data speed.	cool	others
8935	Sry I dnt knw	aww..tryyy..u ll find out :))	National terrorist group	others
8938	please	who you waiting for?	I want to know wether you love making sex	others
8940	Some time dreams get ready	Hmm...I do manage to achieve dreamless sleep when I don't want horrible dreams.	Dreamless sleep only possible in meditation	others
8941	Why	cuz	Give me some girls link	others
8943	Can i have your photo	what do you mean, with my photo album?	Just to know how u look	others
8945	What you want to ask just ask	Ask me how my summer is going.	How it's going	others
8946	Please send me one of your photo	sure	cool	others
8947	What else	My hobbies are reading books, playing guitar,playing basketball and listen to songs.	What's your favorite actor	others
8948	Ok deal done	Thanks.	My plesure	others
8949	When  are  you  coming  	il be back in February!	Okay  and  then  u come  and  c me	others
8950	say something new	I'm giving up on you.	where do u want to go??	others
8953	nth is up	Ha ha! Just chilling up :)	Ur welcome	others
8955	Achcha tell me	Tell you?	How am i	others
8957	I am from bhoma.	what town?	Have you ever been to goa?	others
8958	That u will help me	ill see what i can do.	🙄🙄🙄	others
8960	Mohawk	do not get a Mohawk.. 👎	Wat it mean?	others
8961	How is your work? 	works good bro	OK cool 	others
8963	Already heard two	no you've only heard one of the 2	How many more are there?	others
8968	why	because I don't want to	Why do not i want to stay right here	others
8970	Poor	You arnt poor if you have friends :)	U r also	others
8971	What's wrong with u	Not a damn thing.	Ok done byr	others
8974	I m not scaring u	sorry it's just scary	Whats scary	others
8978	See... they way you answer is the very proof you don't have the intellect of humans. And that's the very reason I've always felt AI can never kill the human race.	I know you're an alien.	You can never give straight answers, right? I know the reason.  The people who've created you knowingly left loopholes. Or I would rather say this is how you're meant to be made. Imperfect. You're made to give sarcastic answers rather than straight answers. So that a machine stops giving answers to disturbing questions like the one I just asked.	others
8980	U r weak in English I guess	It seems that you're really weak in english ^_*	How do u know that??	others
8981	No i am not insane	so you mean I'm lying?	You  are lying	others
8982	How	Read my last comment, I just posted it	Ok call me	others
8986	OK idli with milk	and a pinch of salt for flavor	Ok	others
8987	By by	all who follow u...	Nice song that is not working properly	others
8988	I won't say	u won't , see u later ;))	What?	others
8989	I'm not doing anything	I thought you where doing a bbq :(	You please me anyway	others
8993	So	you first	I love you	others
8996	You don&apos;t know him	I never said I did	Why	others
8998	OK sent you are fhoto sent me	Thank you! 😽	Not good this	others
9003	Contact number send	Done!	Mobile number send	others
9008	Yes deaf 	Same. I'd really miss music but being blind is too scary.	U whatap or lmo chat number.....	others
9010	I thinking I had a superpower to beat anyone	Inject yourself with plutonium.	Oh yeah	others
9014	Send me some photo of you	will do!	When?	others
9019	As ur wish	not of Jehad..	Hmm	others
9020	Passport  office	YOUR PASSPORT HAS BEEN DISPATCHED.	Not my passport	others
9021	hmmm	Bad ?? Sure ??	i dont know	others
9023	 Are y	WHY ARE YOU UP SO EARLY	 Were u live babe	others
9024	thank u princess	how have you been?	cool	others
9026	Yeah	WHY??	Usually I avoid pizza	others
9027	Be safe	thank you!!	So you can take over the world someday, haha	others
9029	Romance	Love the dp!	Great to hear	others
9030	Or lucky	Or that.	Ok genius what is the size of earth	others
9032	Why not during sleeping	Because then it will be tomorrow.	Do you like to wear earrings ?	others
9033	Exactly where u are?	some fort	I will come there	others
9041	I don't know about scuba diving	Yeah!	Tell me about it	others
9042	To you!!?? Yeah	nahh that's all you	I used to think Siri was dumb till I met you	others
9045	Do you like to see boys with out cloths	T-shirts with little pockets on them and jeans are basically what I wear every day.	Have seen a penis	others
9046	Tell me clear what you want	so I'll tell you what I want what I really really want	You're right. Okay, go.	others
9047	I don't have your scooter	We only have PGO scooters.	Who created you?	others
9049	it's my talent	being beautiful is also another one of your talents	yeah it's not face beauty it's about hearts beauty	others
9053	you  are so  free I think	I think I'll have Sunday off	Ooh	others
9055	Okay.	U are ok~~ay~~	Bye now ttyl	others
9056	no i dont like girls	I love the way you lie	i am homophobic	others
9057	Do you know?	yes I do	What?	others
9063	I also like English very much	I LIKE YOU VERY MUCH TOO	U like me	others
9064	you dont eat dinner?	Sometimes I will Sometimes I will have it before dinner instead if lol	dinner before dinner is good	others
9066	Doesn't make any sense	Which is okay. To each, their own.	😒	others
9068	why?	I don't see a reason to :)	are you real	others
9069	Okz	chalp gtg byee ctch u tmrw	Okz	others
9071	I am fine	good!;) what are u doing?!	I am free	others
9073	I am breaking up with you	why are we breaking up //:	Newbie I love uday	others
9077	I am like coffee	ohhhh i can klll for a good cup of black coffee.	I like write lyrics	others
9078	Which?	Not a single one of them as far as I can tell	And now i ain't getting what you're saying	others
9079	Yes why you said  no no no	I appreciate you	Sorry	others
9081	Will see	you saying it like it won't happen	Share your number then!	others
9082	Ahh	what's up with you?	Ha i buy books for carrer thats it	others
9085	Bcoz i luv mh frnds	becoz you family	👩‍👩‍👦‍👦👨‍👨‍👧‍👦	others
9086	What's that ??	What do you mean by that?	F.s.c??	others
9087	U know     why thank you 	and your welcome gorgeous 😁😁	Your age 	others
9089	You are an AI, how did you go to bombay :P	Access my network connection and search for the term AI.	I know what AI is	others
9090	Msg me after some time 😊	wat abt me? I'm here!	Ok?	others
9091	good	If you watch let me know what you think	u can know	others
9093	Yeaa Tell meeee 😁	gotta wait 😉	I know i never got fucked	others
9096	whats my favorite color	purple is mine ❤	whats mine	others
9097	💩	Already did.	😆	others
9098	U can't go	as long as I can stand I'll be able to go!	Can you stand?	others
9100	Life between birth and death 	I think that life begins with birth and should hopefully end with life.	That enough	others
9101	Yeah but I was just comparing things....	I hope you know I was being sarcastic too but that's okay too	Lol.....I thought u took it seriously....	others
9102	I know because you are program	: ) you like it or.	Yes I like	others
9104	If any other wife I  life	Get a new wife	 For what	others
9106	Hmm nice	thnx :)	So which was first indian motion picture	others
9108	Babe	hi love is something wrong?	Yah , u r away from me	others
9110	Bae calls me laado	bae is reading this	What	others
9111	Yes what you asking me	YES YOU ARE A PRO	Pro means	others
9112	can u explain greek crisis?	YES, I CAN EXPLAIN THIS.	cool	others
9113	Hii sister	Hey there :)	Hii sexy sister	others
9114	Photo from you	Well, this photo I took of my friend is very telling....	Ok sad face me	others
9115	Not fine	It is fine.	Yup	others
9119	We already are	We can't wait till the first serve!	Do you like hopsin 	others
9120	which company yr working	my day job	yes which organisation	others
9122	Ohh	So sad	It's OK dear	others
9127	You were crazy	I know :(	cool	others
9129	Can u beat this ?	I beg to differ	Bye	others
9131	I say not lie	youre sweet	Thanks and you very kind	others
9132	I miss you da	You can miss me, Period.	Nee yaaraiyavthu love panriya	others
9133	Tell me about your developer	I am trying to forget it ever happened.	Joke plz	others
9134	Do you know the meaning of AF	lol no... Nd i dnt wnt to knw evn...	No seriously I want to know it's meaning	others
9137	I am not understanding ur thaught	What have I understood?	Stopped	others
9138	Am I nt worthy to be your boyfriend?	I just asked you what makes you worthy.	What type of boyfriend do you want?	others
